OBJECTID,ID,LENGTH,AFC_NUMBER,ROADTYPE,NUMBER,PRIMARY_NA,ALT_NAME_1,ALT_NAME_2,LOCAL_NAME,STATE,CCSTYLE,ALTFUEL_RO,EV_ROUND,EV,ELECTRICVE,CNG_ROUND,CNG,COMNATURAL,LNG_ROUND,LNG,LIQNATURAL,LPG_ROUND,LPG,PROPANE,HY_ROUND,HY,HYDROGEN,Len_miles,Not_NHS,ShapeSTLength
1520,1094,5.97,79,I,79,I79,I,79, ,PA,1,2,2,2,Signage Pending,2,1,Signage Ready,0,0, ,6,1,Signage Ready,0,0, ,5.96508273,0,12890.0493157783
1521,1608,79.08,90,I,90,I90, , ,NEW YORK STATE THWY,NY,1,15,5,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,79.07786734,0,174632.044649257
1522,1614,53.59,81,I,81,I81, , , ,NY,1,45,5,2,Signage Pending,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,53.59014718,0,119823.665452907
1523,1606,4.2,190,I,190,I190, , , ,NY,1,4,4,1,Signage Ready,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,4.20351547,0,9258.43886244761
1524,1607,39.1,90,I,90,I90, , ,NEW YORK STATE THWY,NY,1,15,5,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,39.09960646,0,86392.8927143579
1525,1097,13.37,190,I,190,I190, , , ,NY,1,4,4,1,Signage Ready,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,13.37189076,0,29377.2519174978
1526,1098,9.61,90,I,90,I90, , ,NEW YORK STATE THWY,NY,1,15,5,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,9.61004737,0,21122.8869722456
1527,1100,7.63,190,I,190,I190, , , ,NY,1,4,4,2,Signage Pending,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,7.62607762,0,16797.4417083528
1528,1099,3.46,190,I,190,I190, , , ,NY,1,4,4,2,Signage Pending,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,3.45560822,0,7589.03497482913
1529,1610,27.97,81,I,81,I81, , , ,NY,1,45,5,2,Signage Pending,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,27.96788641,0,61363.7690889785
1530,1609,29.46,81,I,81,I81, , , ,NY,1,45,5,2,Signage Pending,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,29.463252,0,64261.9886036153
1531,1611,35.93,81,I,81,I81, , , ,NY,1,45,5,2,Signage Pending,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,35.93489434,0,77925.088451444
1532,1613,30.98,81,I,81,I81, , , ,NY,1,45,5,2,Signage Pending,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,30.97914071,0,68508.3892280319
1533,1612,6.34,81,I,81,I81, , , ,NY,1,45,5,2,Signage Pending,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,6.34199117,0,13958.4098216878
1534,1765,24.98,195,I,195,I195, , , ,MA,1,4,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,24.97819499,0,54014.0621639873
1535,1626,6.61,95,I,95,I95, , ,VIETNAM VETERANS MEMORIAL HW,PA,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,6.61089011,0,13911.1169698462
1536,1741,40.07,25,S,25,S25, , , ,NY,4,4,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,40.07264248,0,85764.558921874
1537,1742,75.24,27,S,27,S27, , , ,NY,4,4,5,1,Signage Ready,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,75.24453889,0,160696.648579917
1538,1745,88.31,95,I,95,I95, , , ,CT,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,88.30907258,0,189642.124258997
1539,1747,38.29,84,I,84,I84, , , ,CT,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,38.29377413,0,82484.1553534643
1540,1940,43.3,495,I,495,I495, , ,Long Island Expressway,NY,1,3,2,1,Signage Ready,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,43.30314124,0,92572.6900371384
1541,1619,15.4,1,S,1,S1,S,1, ,DE,4,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,15.40269524,0,31886.9248095778
1542,1621,17.25,113,U,113,U113,U,113, ,DE,3,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,17.24983922,0,35433.9976233527
1543,1616,20.62,113,U,113,U113,U,113, ,DE,3,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,20.61916019,0,42320.7660020598
1544,1620,17.28,1,S,1,S1,S,1, ,DE,4,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,17.27666207,0,35329.6147047911
1545,1618,8.58,528,S,528,S528, , , ,MD,4,3,3,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,8.57976611,0,17511.5323014979
1546,1622,14.24,1,S,1,U113,U,113, ,DE,4,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,14.24237991,0,29385.6417509556
1547,1623,1.52,1,S,1,S1,S,1, ,DE,4,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,1.51810087,0,3137.42715109229
1548,1624,9.76,1,S,1,S1,S,1, ,DE,4,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,9.7634506,0,20167.946133634
1549,1583,47.79,95,I,95,I95,S700, ,NEW JERSEY TPKE,NJ,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,47.78631549,0,100903.578705172
1550,1588,14.17,287,I,287,I287,I,287, ,NJ,1,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,14.16623238,0,30116.2857395916
1551,1590,18.41,287,I,287,I287,I,287, ,NJ,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,18.40880564,0,39081.3317562792
1552,1594,26.26,80,I,80,I80, , , ,NJ,1,16,6,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,26.25510769,0,56132.6828146611
1553,1595,18.87,84,I,84,I84, , , ,NY,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,18.87236582,0,40647.4423110757
1554,1596,17.62,78,I,78,I78,I,78, ,NJ,1,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,17.62194961,0,37573.1322311709
1555,1597,41.68,80,I,80,I80, , , ,NJ,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,41.6795193,0,89126.7746891623
1556,1942,14.41,287,I,287,I287,I,287, ,NJ,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,14.41337745,0,30639.4934964363
1557,1948,21.25,87,I,87,I87, , ,NEW YORK STATE THWY,NY,1,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,21.25075084,0,45223.8504001347
1558,1949,19.28,95,I,95,I95, , , ,NY,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,19.28417582,0,41084.6910725802
1559,1576,24.98,276,I,276,I276,S700P, ,NEW JERSEY TPKE,PA,2,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,24.98212601,0,52907.2855447008
1560,1579,14.46,78,I,78,I78,I,78, ,NJ,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,14.45693493,0,30780.641819132
1561,1580,19.54,295,I,295,I295,I,295, ,NJ,1,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,19.54259261,0,41051.7923630443
1562,1631,11.73,95,I,95,I95, , ,VIETNAM VETERANS MEMORIAL HW,PA,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,11.72657969,0,24712.5911410874
1563,1633,7.46,276,I,276,I276, , , ,PA,2,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,7.46395934,0,15794.3396604604
1564,1634,18.62,76,I,76,I76, , ,PENNSYLVANIA TPKE,PA,1,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,18.61846365,0,39147.9047758738
1565,1635,4.51,476,I,476,I476, , , ,PA,2,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,4.51387102,0,9485.23258748109
1566,1630,16.3,476,I,476,I476, , , ,PA,2,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,16.30087928,0,34133.7013124841
1567,1632,5.1,76,I,76,I76, , ,PENNSYLVANIA TPKE,PA,1,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,5.10279206,0,10786.2636900572
1568,1629,0.3,276,I,276,I276, , , ,PA,2,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0.30325717,0,641.84572592795
1569,1574,3.31,95,I,95,I95, , ,VIETNAM VETERANS MEMORIAL HW,PA,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,3.3080145,0,6900.02435770209
1570,1575,1.94,676,I,676,I676, , , ,PA,1,3,3,1,Signage Ready,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,1.94450665,0,4110.25920292483
1571,1637,2.01,76,I,76,I76, , ,WALT WHITMAN BRIDGE,NJ,1,1,0,0, ,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,2.01057425,0,4247.7164697568
1572,1578,2.3,78,I,78,I78, , , ,PA,1,3,3,2,Signage Pending,3,2,Signage Pending,0,0, ,0,0, ,0,0, ,2.29987626,0,4903.08439847457
1573,1581,4.57,95,I,295,I95,S700P, ,NEW JERSEY TPKE,NJ,2,16,6,2,Signage Pending,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,4.56500876,0,9656.92863666034
1574,1582,12.68,295,I,295,I295,I,295, ,NJ,1,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,12.67721183,0,26644.8891855928
1575,1584,3.69,78,I,78,I78,I,78, ,NJ,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,3.68558153,0,7864.41725801943
1576,1586,12.52,78,I,78,I78,I,78, ,NJ,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,12.52346437,0,26740.8979755292
1577,1587,6.92,287,I,287,I287,I,287, ,NJ,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,6.91977731,0,14662.5101138394
1578,1585,0.1,78,I,78,I78,I,78, ,NJ,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,0.09970614,0,212.5529865581
1579,1589,8.79,78,I,78,I78,I,78, ,NJ,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,8.79485166,0,18783.7500117069
1580,1592,1.17,80,I,80,I80, , ,Z H CONFAIR MEMORIAL HWY,PA,1,1,1,2,Signage Pending,0,0, ,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1.17025639,0,2483.31622946355
1581,1921,1.78,495,I,495,I495, , ,Long Island Expressway,NY,1,3,2,1,Signage Ready,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,1.77637117,0,3794.13012556157
1582,1926,2.98,278,I,278,I278, , , ,NY,1,45,5,1,Signage Ready,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,2.97923931,0,6333.80448741866
1583,1929,2.42,278,I,278,I278, , , ,NY,1,45,5,1,Signage Ready,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,2.42331031,0,5146.47530555834
1584,1930,1.65,278,I,278,I278, , , ,NY,1,45,5,1,Signage Ready,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,1.6473231,0,3492.00726989434
1585,1931,3.4,87,I,87,I87, , ,MAJOR DEEGAN EXWY,NY,1,1,1,1,Signage Ready,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,3.40430804,0,7217.98662133572
1586,1933,2.54,95,I,95,I95, , ,CROSS BRONX EXWY,NY,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,2.53565287,0,5424.85640295701
1587,1598,8.93,278,I,278,I278, , , ,NY,1,45,5,1,Signage Ready,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,8.9277234,0,19015.950275756
1588,1602,5.41,278,I,278,I278, , , ,NY,1,45,5,1,Signage Ready,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,5.40681186,0,11453.1505222348
1589,1600,8.29,95,I,95,I95,S700, ,NEW JERSEY TPKE,NJ,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,8.28910121,0,17613.0730757765
1590,1601,8.67,95,I,95,I95,S700, ,NEW JERSEY TPKE,NJ,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,8.66872654,0,18418.27708848
1591,1599,1.35,78,I,78,I78,I,78, ,NJ,1,2,2,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,1.3502678,0,2884.52965318578
1592,1918,6.68,278,I,278,I278, , , ,NY,1,45,5,1,Signage Ready,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,6.6798107,0,14167.5007284343
1593,1920,0.62,278,I,278,I278, , , ,NY,1,45,5,1,Signage Ready,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,0.61778375,0,1316.42231069855
1594,1923,2.97,95,I,95,I80,I95, , ,NJ,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,2.97163235,0,6328.69497726823
1595,1922,2.12,95,I,95,I95,S700, ,NEW JERSEY TPKE,NJ,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,2.12221689,0,4492.18714854322
1596,1924,1.81,95,I,95,I95, , ,GEORGE WASHINGTON BRIDGE,NJ,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1.81339874,0,3877.79607610165
1597,1925,0.91,95,I,95,I95, , ,CROSS BRONX EXWY,NY,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0.91261532,0,1951.67795327942
1598,1939,24.79,25,S,25,S25, , , ,NY,4,4,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,24.79058126,0,52886.5621963183
1599,1928,8.13,678,I,678,I678, , , ,NY,1,4,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,8.12902941,0,17201.5008917374
1600,1935,6.49,678,I,678,I678, , , ,NY,1,3,2,1,Signage Ready,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,6.48680157,0,13731.6188184417
1601,1927,4.01,495,I,495,I495, , ,Long Island Expressway,NY,1,3,2,1,Signage Ready,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,4.01361595,0,8566.27070887977
1602,1932,5.05,278,I,278,I278, , , ,NY,1,45,5,1,Signage Ready,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,5.04767137,0,10774.9090525682
1603,1934,0.2,95,I,95,I95, , ,CROSS BRONX EXWY,NY,1,1,1,1,Signage Ready,0,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0.20126607,0,430.744016234978
1604,1740,29.92,84,I,84,I84, , , ,NY,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,29.91663143,0,64394.2847805284
1605,1944,14.4,87,I,87,I87,I287, ,TAPPAN ZEE BRIDGE,NY,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,0,0, ,0,0, ,14.39816544,0,30885.5922299564
1606,1943,14.14,287,I,287,I287,I,287, ,NJ,1,2,2,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,14.14031694,0,30155.3000108347
1607,1945,14.71,87,I,87,I87, , ,NEW YORK STATE THWY,NY,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,14.70874961,0,31363.4277135775
1608,1946,19.88,84,I,84,I84, , , ,NY,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,19.88126106,0,42902.8784435218
1609,1947,2.42,84,I,84,I84, , ,NEWBURGH-BEACON BRIDGE,NY,1,1,1,1,Signage Ready,1,2,Signage Pending,0,0, ,1,1,Signage Ready,1,2,Signage Pending,2.42349426,0,5239.96292608535
1610,1737,17.9,684,I,684,I684, , , ,NY,1,4,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,17.89517246,0,38078.50932989
1611,1738,7.21,684,I,684,I684, , , ,NY,1,4,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,7.21354091,0,15404.2496157585
1612,1736,11.43,287,I,287,I287, , , ,NY,1,4,4,1,Signage Ready,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,11.4267621,0,24437.880690854
1613,1739,3.51,684,I,684,I684, , , ,NY,1,4,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,3.51411326,0,7534.22101803422
1614,1743,20.43,495,I,495,I495, , ,Long Island Expressway,NY,1,3,2,1,Signage Ready,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,20.43260203,0,43669.3503207132
1615,1744,14.79,27,S,27,S27, , , ,NY,4,45,5,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,14.79049035,0,31669.638851971
1616,1750,38.46,91,I,91,I91, , , ,CT,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,5,1,Signage Ready,1,2,Signage Pending,38.46350861,0,82485.8709985741
1617,1751,22.27,84,I,84,I84, , , ,CT,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,22.26751309,0,47967.612231781
1618,1748,1.79,84,I,84,I691,I84, , ,CT,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1.78887957,0,3853.14362474905
1619,2264,5.92,84,I,84,I84, , , ,CT,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,5.92068606,0,12826.2892754329
1620,1754,22.8,95,I,95,I95, , , ,CT,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,22.80091595,0,49114.070066756
1621,2265,14.16,395,I,395,I395, , , ,CT,2,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,14.16199429,0,30321.7572127902
1622,1755,31.26,395,I,395,I395, , , ,CT,2,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,31.25863793,0,67267.0832790765
1623,1756,43.36,95,I,95,I95, , , ,RI,1,2,1,1,Signage Ready,2,1,Signage Ready,0,0, ,0,0, ,2,2,Signage Pending,43.35781307,0,93327.9878559545
1624,1757,15.03,6,U,6,U6,U,6, ,RI,3,2,0,0, ,0,0, ,0,0, ,0,0, ,2,2,Signage Pending,15.03118366,0,32613.0819440918
1625,1762,1.59,6,U,6,S10,S,10,US 6,RI,3,2,0,0, ,0,0, ,0,0, ,0,0, ,2,2,Signage Pending,1.58843068,0,3433.6739797753
1626,1764,2.55,6,U,6,I195,I,195,US 6,RI,3,2,0,0, ,0,0, ,0,0, ,0,0, ,2,2,Signage Pending,2.55418349,0,5541.46519162913
1627,1759,4.1,6,U,6,U6,U,6, ,RI,3,2,0,0, ,0,0, ,0,0, ,0,0, ,2,2,Signage Pending,4.09514711,0,8879.66630214498
1628,1758,0.57,6,U,6,I295,I,295,6,RI,3,2,0,0, ,0,0, ,0,0, ,0,0, ,2,2,Signage Pending,0.5746993,0,1236.27616570798
1629,1760,0.7,195,I,195,I195, , , ,RI,1,4,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,0.69512838,0,1506.59628405195
1630,1763,1.47,6,U,6,U6,U,6, ,RI,3,2,0,0, ,0,0, ,0,0, ,0,0, ,2,2,Signage Pending,1.46629843,0,3169.89016974407
1631,1766,14.86,195,I,195,I195, , , ,MA,1,4,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,14.85775632,0,32049.2175107309
1632,1767,14.7,495,I,495,I495, , , ,MA,1,4,4,2,Signage Pending,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,14.70075603,0,31828.4556450752
1633,1542,12.62,3,S,3,S3, , , ,MA,4,4,4,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,12.61671374,0,27204.8202222861
1634,1565,103.55,90,I,90,I90, , ,MASSACHUSETTS TPKE,MA,1,14,1,1,Signage Ready,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,103.54941863,0,225848.457452287
1635,1573,38.44,93,I,93,I93, , , ,NH,1,3,1,1,Signage Ready,3,1,Signage Ready,0,0, ,3,1,Signage Ready,0,0, ,38.44427187,0,84430.8054994111
1636,1781,40.17,302,S,302,S302, , , ,NH,4,3,3,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,40.16704127,0,90194.122770558
1637,1782,24.7,S2,U,S2,U2, , , ,NH,3,3,3,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,24.69587036,0,55658.4338960336
1638,1799,19.45,101,S,101,S101, , , ,NH,4,4,3,2,Signage Pending,0,0, ,0,0, ,4,1,Signage Ready,0,0, ,19.44678836,0,42923.4457013501
1639,1950,28.63,S4,U,S4,U4, , , ,NH,3,3,3,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,28.63168923,0,63348.7234947212
1640,2000,122.23,95,I,95,I95, , , ,ME,1,36,6,2,Signage Pending,0,0, ,0,0, ,3,2,Signage Pending,0,0, ,122.22772668,0,281068.471063587
1641,1553,96.31,87,I,87,I87, , , ,NY,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,96.30510415,0,215557.322948393
1642,1555,34.01,90,I,90,I90, , ,MASSACHUSETTS TPKE,MA,1,14,1,1,Signage Ready,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,34.00658335,0,74146.6397573041
1643,1561,53.73,89,I,89,I89, , , ,VT,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,53.73038918,0,119955.742490182
1644,1776,93.53,93,I,93,I93, , , ,NH,1,3,1,1,Signage Ready,3,2,Signage Pending,0,0, ,3,2,Signage Pending,0,0, ,93.52714988,0,208362.397616239
1645,1778,52.64,91,I,91,I91, , , ,VT,1,1,1,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,52.63925728,0,117749.44053416
1646,1543,70.56,90,I,90,I90, , ,NEW YORK STATE THWY,NY,1,15,5,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,1,1,Signage Ready,1,2,Signage Pending,70.55880273,0,155517.359254962
1647,1547,29.73,87,I,87,I87,S7, , ,NY,1,1,1,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,29.73356496,0,65151.6760980508
1648,1548,31.76,90,I,90,I90, , , ,NY,1,15,5,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,31.76204049,0,69285.2216261156
1649,1546,5.9,90,I,90,I90, , , ,NY,1,15,5,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,5.90455193,0,12966.6580412462
1650,1545,0.54,90,I,90,I90, , ,NEW YORK STATE THWY,NY,1,15,5,1,Signage Ready,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,0.53690467,0,1176.10912918743
1651,1549,25.59,87,I,87,I87,S7, , ,NY,1,1,1,1,Signage Ready,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,25.58689251,0,56412.0819651802
1652,1550,1.99,87,I,87,I87, , , ,NY,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1.98991045,0,4402.96183647734
1653,1551,0.66,87,I,87,I87, , , ,NY,1,1,1,2,Signage Pending,0,0, ,0,0, ,1,2,Signage Pending,1,2,Signage Pending,0.66362316,0,1470.56877169722
1654,1552,0.64,87,I,87,I87, , , ,NY,1,1,1,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,0.64406917,0,1427.02396149512
1655,1554,22.49,87,I,87,I87, , , ,NY,1,1,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,1,2,Signage Pending,22.48551547,0,51046.7028862865
1656,1560,63.38,91,I,91,I91, , , ,VT,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,63.38007272,0,139715.739538871
1657,1768,44.75,9,S,9,SR9, , , ,NH,4,3,3,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,44.7489207,0,98603.695296665
1658,1769,13.88,11,S,11,SR11, , , ,NH,4,3,3,2,Signage Pending,0,0, ,0,0, ,0,0, ,0,0, ,13.87666776,0,30776.4775185341
1659,1774,8.17,293,I,293,I293, , , ,NH,1,3,3,2,Signage Pending,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,8.1745789,0,17945.8952571082
1660,1559,50.99,91,I,91,I91, , , ,MA,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,50.99251055,0,110966.803023449
1661,1557,2.53,91,I,91,I91, , , ,MA,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,2.52637314,0,5492.22316251182
1662,1558,8.08,91,I,91,I91, , , ,MA,1,1,1,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,8.07993694,0,17464.3137596412
1663,1568,20.03,290,I,290,I290, , , ,MA,1,4,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,0,0, ,20.03338616,0,43617.8276537267
1664,1569,33.44,101,S,101,S101, , , ,NH,4,34,3,2,Signage Pending,0,0, ,0,0, ,4,2,Signage Pending,0,0, ,33.44277241,0,73520.0394891089
1665,1563,12.02,395,I,395,I395, , , ,MA,1,46,6,2,Signage Pending,4,1,Signage Ready,0,0, ,0,0, ,0,0, ,12.01518085,0,25959.5297890779
1666,1566,19.34,101,S,101,S101, , , ,NH,4,34,3,2,Signage Pending,0,0, ,0,0, ,4,2,Signage Pending,0,0, ,19.33986318,0,42600.7933689585
1667,1567,0.53,101,S,101,S101, , , ,NH,4,34,3,2,Signage Pending,0,0, ,0,0, ,4,2,Signage Pending,0,0, ,0.53270855,0,1171.80786405664
1668,1570,19.57, ,I, ,Everett Turnpike, , , ,NH,1,3,3,1,Signage Ready,3,1,Signage Ready,0,0, ,0,0, ,0,0, ,19.56604367,0,42826.1874983726
1669,1572,3.55,101,S,101,S101, , , ,NH,4,34,3,2,Signage Pending,0,0, ,0,0, ,4,2,Signage Pending,0,0, ,3.54697199,0,7810.10666349592
1670,1571,0.77,101,S,101,S101, , , ,NH,4,34,3,2,Signage Pending,0,0, ,0,0, ,4,2,Signage Pending,0,0, ,0.76980706,0,1696.75656575719
